Spanish	Russian
séptima	седьмая
la habitación	комната
la pared	стена
la puerta	дверь
el piso	этаж, пол
el techo	потолок
el escritorio	письменный стол
también	также
unos	несколько
el cigarrillo	сигарета
la tinta	чернила
el cuadro	картина
